source_center,destination_center,total_trips,median_delay_ratio,mean_delay_ratio,p90_delay_ratio,std_delay_ratio,sla_breaches,od_mean_dist_km,od_reliability,breach_rate,is_chronic,breach_share_pct
IND500010AAB,IND501359AAE,39,2.28947308171761,2.4756036927367213,3.42526235416455,0.756820872295987,39,66.7569923076923,0.0,1.0,True,0.16344662838942206
IND560043AAC,IND560064AAA,39,1.5294108650524323,1.6648161762017173,2.0124988010117444,0.37443804763529487,39,13.499856410256411,0.0,1.0,True,0.16344662838942206
IND421302AAG,IND400072AAJ,38,2.6818169628104718,3.0887186849114174,4.666108960978374,1.2877378452565762,38,27.58347894736842,0.0,1.0,True,0.1592556891999497
IND110044AAB,IND131028AAB,40,1.5487888811551391,1.6894528816047683,2.2480270285442,0.4513917702354105,37,50.695455,0.125,0.925,True,0.15506475001047734
IND121004AAB,IND110037AAM,37,2.47825979206096,2.76110140668747,3.3565204085981644,1.3190865016594735,37,28.726002702702704,0.0,1.0,True,0.15506475001047734
IND401104AAA,IND401208AAA,37,2.4999986111118826,2.6862156421333907,3.544442329476574,0.6478596660436914,37,23.85167567567568,0.0,1.0,True,0.15506475001047734
IND000000ACT,IND131028AAB,39,1.464285452806169,1.6482197834334362,2.2307591673703446,0.4768369489784119,36,45.77086153846154,0.1282051282051282,0.9230769230769231,True,0.15087381082100498
IND382430AAB,IND380005AAA,36,1.9039930951204305,2.192763687408923,3.7769711054976964,0.945261534205696,36,31.504425,0.0,1.0,True,0.15087381082100498
IND400015AAA,IND400072AAB,36,2.7279395212488424,3.503986497192175,5.619441471143553,1.9798182751464417,36,19.297452777777774,0.0,1.0,True,0.15087381082100498
IND410206AAB,IND000000AFT,36,2.4374984765634524,2.804370114889742,4.468747207032996,1.1208222786848725,36,20.992152777777772,0.0,1.0,True,0.15087381082100498
IND382430AAB,IND380015AAB,35,2.42856969387879,3.1624343129827825,3.2399968690939414,2.6959566105119026,35,15.350034285714289,0.0,1.0,True,0.14668287163153262
IND121004AAB,IND000000ACB,34,1.7844110021951003,2.0365077075786138,3.247048097531892,0.7177798009102555,34,66.34072058823529,0.0,1.0,True,0.14249193244206027
IND382430AAB,IND382345AAA,34,2.1051266952016148,2.8620863519547397,4.799997176472249,2.0465437122639023,34,19.62439411764706,0.0,1.0,True,0.14249193244206027
IND560058AAD,IND562132AAA,36,1.7445646404560442,3.1281193132511285,6.302882097048593,3.5124001954962125,34,16.51081111111111,0.1111111111111111,0.9444444444444444,True,0.14249193244206027
IND000000ACB,IND421302AAG,33,1.7381386702724575,1.7752414246958705,1.88925287042867,0.18902059581737807,33,1400.5449484848484,0.0,1.0,True,0.1383009932525879
IND411036AAA,IND411033AAA,33,2.241378537455677,2.574284113686753,4.063998374400651,1.2311072126013154,33,28.02899696969697,0.0,1.0,True,0.1383009932525879
IND412105AAC,IND411017AAA,33,2.249998593750879,2.406900888293471,3.4768606486440974,0.6516157302417608,33,18.621321212121213,0.0,1.0,True,0.1383009932525879
IND421302AAG,IND400102AAB,33,2.3703694924557435,2.7973691475376032,3.6390745144678958,1.5078937426307726,33,33.30142121212121,0.0303030303030303,1.0,True,0.1383009932525879
IND501359AAE,IND500010AAB,33,1.8840576979626524,2.7838853182110093,2.5087631094678606,3.384270331262528,33,77.88313333333333,0.0303030303030303,1.0,True,0.1383009932525879
IND000000ACK,IND501359AAF,32,2.5712113031683046,2.7926781803790544,3.647824500945869,0.7971274899170886,32,28.53123125,0.0,1.0,True,0.13411005406311555
IND110037AAM,IND110035AAC,36,2.1716781110990935,2.7348017646045917,5.531398266005212,1.7083755008800294,32,20.825016666666667,0.1111111111111111,0.8888888888888888,True,0.13411005406311555
IND380021AAA,IND382430AAB,32,2.312498554688404,4.0860408090229745,12.443521212046933,4.026550933711638,32,18.502903125,0.0,1.0,True,0.13411005406311555
IND411033AAA,IND411036AAA,32,1.8914424914329704,2.4727978469923215,4.385712719388318,1.585937337084856,32,26.176271875,0.0,1.0,True,0.13411005406311555
IND600056AAB,IND600008AAC,32,3.116239227203729,3.337647939230286,5.1232605208689295,1.4257563725893625,32,44.03971875,0.0,1.0,True,0.13411005406311555
IND000000ACB,IND121004AAB,31,1.7777774955908736,1.9082194414933056,2.3384611786982803,0.35801642529156374,31,64.8149741935484,0.0,1.0,True,0.1299191148736432
IND401104AAA,IND400072AAB,31,3.0624980859386963,4.584646620914158,9.176465190314596,2.8005863432140963,31,20.455729032258063,0.0,1.0,True,0.1299191148736432
IND421302AAG,IND400015AAB,31,2.266665911111363,2.4817135732666578,3.199998933333689,0.8474841647923461,31,44.01573548387096,0.0,1.0,True,0.1299191148736432
IND000000ACB,IND302014AAA,30,1.6692449443786073,1.6581528365641591,1.7966100679881318,0.14886501690577628,30,239.27777,0.0,1.0,True,0.12572817568417083
IND131028AAB,IND160002AAC,30,1.631985093552967,1.6775496492305277,1.9043759410433032,0.25113209455180313,30,194.31866333333332,0.0,1.0,True,0.12572817568417083
IND209304AAA,IND000000ACB,35,1.3618420753982,1.430924353713348,1.7115004702609948,0.2244671011232363,30,584.5933142857143,0.2285714285714285,0.8571428571428571,True,0.12572817568417083
