trip_uuid,source_center,osrm_distance,p_breach_carting,p_breach_ftl,exp_cost_carting,exp_cost_ftl,historical_choice,recommended_route_type,cost_savings
trip-153680283646690477,IND209111AAA,49.9276,0.778,0.796,438.788195703125,522.8770139160156,FTL,Carting,84.0888182128906
trip-153688042542650603,IND209111AAA,49.657,0.667,0.706,383.3707451171875,476.98524291992186,FTL,Carting,93.61449780273438
trip-153696949339245422,IND209111AAA,49.6616,0.667,0.706,383.3753451171875,476.99674291992187,FTL,Carting,93.62139780273435
trip-153705151950035040,IND209111AAA,52.7534,0.678,0.71,391.92435947265625,486.64646997070315,FTL,Carting,94.7221104980469
trip-153713799765882707,IND209111AAA,51.8855,0.678,0.71,391.05645947265623,484.47671997070313,FTL,Carting,93.4202604980469
trip-153722443732878416,IND209111AAA,49.9966,0.667,0.706,383.7103451171875,477.83424291992185,FTL,Carting,94.12389780273435
trip-153731315462237958,IND209111AAA,50.4399,0.678,0.716,389.6108594726563,484.03917260742185,FTL,Carting,94.42831313476557
trip-153740083711938722,IND209111AAA,51.6954,0.678,0.716,390.86635947265626,487.17792260742186,FTL,Carting,96.3115631347656
trip-153748696709893644,IND209111AAA,50.7639,0.678,0.716,389.9348594726562,484.8491726074219,FTL,Carting,94.91431313476568
trip-153757512084871008,IND209111AAA,49.9361,0.76,0.78,430.13586806640626,514.7512607421875,FTL,Carting,84.61539267578121
trip-153765525971012408,IND209111AAA,50.1077,0.778,0.796,438.968295703125,523.3272639160157,FTL,Carting,84.35896821289066
trip-153774136300358177,IND209111AAA,50.2997,0.667,0.706,384.01344511718753,478.5919929199219,FTL,Carting,94.57854780273436
trip-153782771910892070,IND209111AAA,49.6314,0.667,0.706,383.3451451171875,476.92124291992184,FTL,Carting,93.57609780273435
trip-153791741692129118,IND209111AAA,48.3454,0.667,0.706,382.0591451171875,473.70624291992186,FTL,Carting,91.64709780273438
trip-153800483114176232,IND209111AAA,49.5474,0.667,0.706,383.2611451171875,476.7112429199219,FTL,Carting,93.45009780273443
trip-153808733157499457,IND209111AAA,50.8074,0.678,0.716,389.9783594726563,484.9579226074219,FTL,Carting,94.97956313476561
trip-153826063977298204,IND209111AAA,55.9729,0.669,0.7,390.3603816894531,490.17071435546876,FTL,Carting,99.81033266601565
trip-153834925896844300,IND209111AAA,48.174800000000005,0.667,0.706,381.8885451171875,473.2797429199219,FTL,Carting,91.39119780273438
trip-153843819506141838,IND209111AAA,48.240300000000005,0.667,0.706,381.9540451171875,473.4434929199219,FTL,Carting,91.48944780273439
trip-153851953278320836,IND209111AAA,51.8258,0.786,0.804,444.9135685546875,531.5879985351562,FTL,Carting,86.67442998046869
trip-153860549830694010,IND209111AAA,48.7007,0.667,0.706,382.4144451171875,474.5944929199219,FTL,Carting,92.1800478027344
trip-153680150338912748,IND209206AAB,21.4763,0.901,0.901,471.81062006835936,504.02507006835935,Carting,Carting,32.21445
trip-153687939038990799,IND209206AAB,21.5971,0.811,0.811,426.9594046875,459.3550546875,Carting,Carting,32.39564999999999
trip-153696836509141273,IND209206AAB,24.8277,0.667,0.667,358.32339702148437,395.5649470214844,Carting,Carting,37.24155000000002
trip-153705287275288685,IND209206AAB,22.6522,0.72,0.72,382.73282744140624,416.71112744140623,Carting,Carting,33.97829999999999
trip-153740200169411359,IND209206AAB,21.4902,0.901,0.901,471.8245200683594,504.0598200683594,Carting,Carting,32.235299999999995
trip-153748369655795454,IND209206AAB,21.9401,0.72,0.72,382.0207274414063,414.93087744140627,Carting,Carting,32.91014999999999
trip-153757407106806777,IND209206AAB,21.4268,0.811,0.811,426.7891046875,458.9293046875,Carting,Carting,32.14019999999999
trip-153765499561308637,IND209206AAB,22.0113,0.72,0.72,382.09192744140626,415.10887744140626,Carting,Carting,33.01695000000001
trip-153782814600005538,IND209206AAB,23.449,0.694,0.694,370.24593603515626,405.41943603515625,Carting,Carting,35.17349999999999
trip-153791879510091609,IND209206AAB,21.2476,0.72,0.72,381.3282274414062,413.1996274414063,Carting,Carting,31.87140000000005
trip-153800093896706050,IND209206AAB,29.0415,0.68,0.669,369.0663107910156,407.17094970703124,Carting,Carting,38.10463891601563
trip-153826227440102145,IND209206AAB,21.6843,0.811,0.811,427.0466046875,459.5730546875,Carting,Carting,32.52645000000001
trip-153834792134153638,IND209206AAB,23.9779,0.662,0.662,355.1277107910156,391.0945607910156,Carting,Carting,35.96685000000002
trip-153843787768708614,IND209206AAB,21.6347,0.811,0.811,426.9970046875,459.4490546875,Carting,Carting,32.452049999999986
trip-153860680368478736,IND209206AAB,20.5741,0.649,0.649,344.90069912109374,375.76184912109375,Carting,Carting,30.86115000000001
trip-153671041653548748,IND209304AAA,670.6205,0.07,0.244,705.8347562866211,1798.4958071899414,FTL,Carting,1092.6610509033203
trip-153684255394370012,IND209304AAA,610.8056,0.175,0.503,698.3701370483399,1778.419746459961,FTL,Carting,1080.049609411621
trip-153694120642046156,IND209304AAA,565.2489,0.272,0.717,701.1592546142579,1771.3954433593751,FTL,Carting,1070.2361887451173
trip-153697858198336528,IND209304AAA,515.3084,0.221,0.575,625.912533605957,1575.774662109375,FTL,Carting,949.8621285034179
trip-153700764070727839,IND209304AAA,662.9649,0.175,0.503,750.5294370483398,1908.8179964599608,FTL,Carting,1158.288559411621
trip-153702617580798811,IND209304AAA,552.0802,0.272,0.717,687.9905546142578,1738.473693359375,FTL,Carting,1050.4831387451172
trip-153709022709120133,IND209304AAA,601.2974,0.173,0.498,687.5677933715821,1752.3964693603516,FTL,Carting,1064.8286759887696
trip-153710911230787176,IND209304AAA,564.521,0.08,0.269,604.2830620727539,1545.7556097412107,FTL,Carting,941.4725476684569
trip-153715054066573938,IND209304AAA,671.456,0.18,0.511,761.5584551391602,1934.3877416992189,FTL,Carting,1172.8292865600588
trip-153723666682820152,IND209304AAA,459.8449,0.215,0.566,567.4852884887696,1432.8600222167968,FTL,Carting,865.3747337280272
trip-153732381668446517,IND209304AAA,559.715,0.221,0.575,670.3191336059571,1686.7911621093751,FTL,Carting,1016.4720285034181
trip-153734482269979542,IND209304AAA,556.3068,0.2,0.544,656.5566168945312,1662.930604736328,FTL,Carting,1006.3739878417967
trip-153745420921126762,IND209304AAA,560.3776,0.198,0.579,659.6001036621094,1690.2912595214843,FTL,Carting,1030.691155859375
trip-153749557047403682,IND209304AAA,728.5887,0.175,0.503,816.1532370483399,2072.877496459961,FTL,Carting,1256.7242594116212
trip-153752952159443422,IND209304AAA,583.2933,0.163,0.48,664.5601685913086,1698.4201549072268,FTL,Carting,1033.8599863159181
trip-153762578463137747,IND209304AAA,547.8148,0.045,0.177,570.3821847198486,1458.111348449707,FTL,Carting,887.7291637298584
trip-153767065366477819,IND209304AAA,594.7031,0.18,0.511,684.8055551391601,1742.5054916992185,FTL,Carting,1057.6999365600584
trip-153771102221613052,IND209304AAA,564.3023,0.045,0.177,586.8696847198486,1499.3300984497068,FTL,Carting,912.4604137298583
trip-153780581958683253,IND209304AAA,586.7903,0.173,0.498,673.060693371582,1716.1287193603516,FTL,Carting,1043.0680259887695
trip-153775750038541173,IND209304AAA,447.6023,0.219,0.571,556.9677098510742,1404.743298828125,FTL,Carting,847.7755889770508
trip-153786151604970276,IND209304AAA,729.5918,0.173,0.498,815.8621933715821,2073.132469360352,FTL,Carting,1257.2702759887698
trip-153784142596486226,IND209304AAA,588.8451,0.173,0.498,675.115493371582,1721.2657193603516,FTL,Carting,1046.1502259887695
trip-153779992137090392,IND209304AAA,563.7613,0.272,0.717,699.6716546142578,1767.676443359375,FTL,Carting,1068.0047887451174
trip-153792810841115245,IND209304AAA,572.7686,0.173,0.498,659.038993371582,1681.0744693603515,FTL,Carting,1022.0354759887695
trip-153801437118037011,IND209304AAA,566.0335,0.215,0.566,673.6738884887695,1698.3315222167969,FTL,Carting,1024.6576337280273
trip-153805869531137566,IND209304AAA,575.2955000000001,0.125,0.405,637.641920288086,1640.6893420410158,FTL,Carting,1003.0474217529298
trip-153810068001352339,IND209304AAA,642.4847,0.175,0.503,730.0492370483398,1857.6174964599609,FTL,Carting,1127.568259411621
trip-153814694595431188,IND209304AAA,662.1369,0.035,0.211,679.5177078765869,1760.8713637695312,FTL,Carting,1081.3536558929443
trip-153818979265831542,IND209304AAA,646.1142,0.175,0.503,733.6787370483398,1866.691246459961,FTL,Carting,1133.012509411621
trip-153826923418313854,IND209304AAA,448.0504,0.219,0.571,557.4158098510743,1405.863548828125,FTL,Carting,848.4477389770507
trip-153836155974167688,IND209304AAA,562.3528,0.212,0.562,668.4786926391602,1686.914196044922,FTL,Carting,1018.4355034057618
trip-153840613027527780,IND209304AAA,548.3932,0.08,0.269,588.1552620727539,1505.4361097412109,FTL,Carting,917.280847668457
trip-153844824623826473,IND209304AAA,584.5045,0.175,0.503,672.0690370483399,1712.666996459961,FTL,Carting,1040.597959411621
trip-153849017193137279,IND209304AAA,583.0438,0.07,0.244,618.2580562866211,1579.5540571899414,FTL,Carting,961.2960009033203
trip-153853310074764619,IND209304AAA,583.7477,0.173,0.498,670.018093371582,1708.5222193603515,FTL,Carting,1038.5041259887694
trip-153682644642958160,IND209304AAA,602.8244,0.161,0.515,683.2193584960937,1764.6955825195312,FTL,Carting,1081.4762240234375
trip-153700655759078836,IND209304AAA,530.1199,0.17,0.557,615.3437540649414,1603.7836672363283,FTL,Carting,988.4399131713868
trip-153709676093721025,IND209304AAA,673.686,0.213,0.611,780.2253676757813,1989.672000732422,FTL,Carting,1209.4466330566406
trip-153770195274629753,IND209304AAA,467.705,0.259,0.67,597.3035717773437,1504.1841918945313,FTL,Carting,906.8806201171876
trip-153830694745372203,IND209304AAA,514.7208,0.259,0.67,644.3193717773438,1621.7236918945314,FTL,Carting,977.4043201171876
trip-153848196901912223,IND209304AAA,518.7306,0.259,0.67,648.3291717773437,1631.7481918945311,FTL,Carting,983.4190201171874
trip-153679463181730576,IND209304AAA,70.5134,0.461,0.64,301.09710971679687,496.33055810546875,FTL,Carting,195.2334483886719
trip-153688636480084238,IND209304AAA,70.3322,0.282,0.459,211.2212380859375,405.16509472656253,FTL,Carting,193.94385664062503
trip-153697146373863851,IND209304AAA,180.2239,0.1,0.328,230.19201294555663,614.3820766601561,FTL,Carting,384.19006371459955
trip-153705589682687518,IND209304AAA,70.1053,0.193,0.423,166.76121430664062,386.9922844238281,FTL,Carting,220.23107011718747
trip-153722986987890212,IND209304AAA,69.0042,0.28,0.481,208.95584489746093,413.2065296630859,FTL,Carting,204.25068476562498
trip-153731170474579281,IND209304AAA,70.2276,0.282,0.459,211.1166380859375,404.90359472656246,FTL,Carting,193.78695664062496
trip-153740152527077017,IND209304AAA,181.853,0.054,0.245,208.7107003479004,577.1150973510743,FTL,Carting,368.40439700317387
trip-153749152794123460,IND209304AAA,70.1352,0.14,0.499,140.2058558227539,424.79439038085934,FTL,Carting,284.58853455810544
trip-153766828353784506,IND209304AAA,69.4268,0.211,0.481,174.7509882324219,414.26302966308594,FTL,Carting,239.51204143066406
trip-153774794627006086,IND209304AAA,70.3468,0.282,0.459,211.2358380859375,405.2015947265625,FTL,Carting,193.96575664062502
trip-153783514741961745,IND209304AAA,70.9088,0.282,0.459,211.79783808593749,406.6065947265625,FTL,Carting,194.808756640625
trip-153791932664782132,IND209304AAA,150.0085,0.059,0.206,179.44095697021484,477.9562094116211,FTL,Carting,298.51525244140623
trip-153800978115619649,IND209304AAA,68.68180000000001,0.28,0.481,208.63344489746095,412.400529663086,FTL,Carting,203.76708476562504
trip-153809204863803347,IND209304AAA,71.525,0.141,0.423,142.16412963867188,390.5415344238281,FTL,Carting,248.37740478515624
trip-153817948818811218,IND209304AAA,71.2565,0.14,0.499,141.32715582275392,427.5976403808594,FTL,Carting,286.27048455810547
trip-153826897300192971,IND209304AAA,181.7239,0.235,0.609,299.0354310668945,758.8806423339843,FTL,Carting,459.8452112670898
trip-153835670786536523,IND209304AAA,70.1586,0.14,0.499,140.2292558227539,424.8528903808594,FTL,Carting,284.62363455810544
trip-153843684441391753,IND209304AAA,71.14320000000001,0.193,0.423,167.79911430664063,389.58703442382813,FTL,Carting,221.7879201171875
trip-153852028362357450,IND209304AAA,179.8841,0.1,0.328,229.85221294555663,613.5325766601562,FTL,Carting,383.6803637145996
trip-153861014185597051,IND209304AAA,70.2109,0.14,0.499,140.2815558227539,424.98364038085936,FTL,Carting,284.70208455810547
trip-153680311218771044,IND209304AAA,30.1046,0.495,0.615,277.58471779785157,382.83211767578126,Carting,Carting,105.2473998779297
trip-153757993199804433,IND209304AAA,27.9557,0.727,0.769,391.563121875,454.4954206542969,Carting,Carting,62.9322987792969
trip-153765806586652131,IND209304AAA,149.0519,0.032,0.234,164.85064038696288,489.7425048217773,Carting,Carting,324.8918644348144
trip-153774184724602763,IND209304AAA,28.4137,0.636,0.884,346.47174443359376,513.2558686523438,Carting,Carting,166.78412421875004
trip-153783307994579684,IND209304AAA,30.5815,0.315,0.673,187.91417211914063,412.757705078125,Carting,Carting,224.84353295898438
trip-153792126391675822,IND209304AAA,107.9803,0.252,0.28,233.82589631347656,409.87141955566403,Carting,Carting,176.04552324218747
trip-153800562980144261,IND209304AAA,107.9134,0.087,0.251,151.395577734375,395.4836724243164,Carting,Carting,244.0880946899414
trip-153809305346509486,IND209304AAA,29.3695,0.597,0.68,328.02028735351564,413.35252197265623,Carting,Carting,85.33223461914059
trip-153818094479517962,IND209304AAA,107.9281,0.252,0.28,233.77369631347656,409.74091955566405,Carting,Carting,175.9672232421875
trip-153826764712145200,IND209304AAA,30.7216,0.495,0.615,278.2017177978516,384.3746176757812,Carting,Carting,106.17289987792964
trip-153835630311819846,IND209304AAA,30.6427,0.495,0.615,278.12281779785155,384.1773676757813,Carting,Carting,106.05454987792973
trip-153844304630747247,IND209304AAA,30.6983,0.495,0.615,278.1784177978516,384.31636767578124,Carting,Carting,106.13794987792966
trip-153852006036278986,IND209304AAA,28.3514,0.636,0.884,346.40944443359376,513.1001186523438,Carting,Carting,166.69067421875002
trip-153861106442901555,IND209304AAA,69.265,0.175,0.535,156.93711151123046,440.9046569824219,Carting,Carting,283.96754547119144
trip-153688552671432283,IND209304AAA,18.8281,0.718,0.755,377.84610537109376,424.72073217773436,Carting,Carting,46.874626806640606
trip-153697011446597155,IND209304AAA,96.2387,0.175,0.244,183.7445135986328,362.38472912597655,Carting,Carting,178.64021552734374
trip-153705622336805088,IND209304AAA,96.7336,0.175,0.244,184.2394135986328,363.62197912597657,Carting,Carting,179.38256552734376
trip-153714343277538608,IND209304AAA,16.8019,0.727,0.763,380.13142880859374,423.584828125,Carting,Carting,43.45339931640626
trip-153722934727651996,IND209304AAA,96.196,0.175,0.244,183.7018135986328,362.2779791259766,Carting,Carting,178.57616552734376
trip-153731734095676694,IND209304AAA,34.3334,0.394,0.514,231.1128952392578,342.92639550781246,Carting,Carting,111.81350026855466
trip-153740442108450757,IND209304AAA,17.163800000000002,0.727,0.763,380.49332880859373,424.489578125,Carting,Carting,43.99624931640625
trip-153748907256986118,IND209304AAA,95.9162,0.175,0.244,183.42201359863282,361.57847912597657,Carting,Carting,178.15646552734376
trip-153757898689719939,IND209304AAA,17.0122,0.727,0.764,380.668694140625,424.40809399414064,Carting,Carting,43.739399853515636
trip-153766144832960559,IND209304AAA,95.8208,0.184,0.255,187.898062878418,367.14842028808596,Carting,Carting,179.25035740966797
trip-153774644051404175,IND209304AAA,95.7812,0.058,0.241,125.02960354919433,360.02171795654294,Carting,Carting,234.9921144073486
trip-153783434026689422,IND209304AAA,18.3873,0.718,0.755,377.3341994140625,423.55376025390626,Carting,Carting,46.21956083984378
trip-153792226548160584,IND209304AAA,16.7855,0.727,0.763,380.11502880859376,423.543828125,Carting,Carting,43.42879931640624
trip-153800794553157586,IND209304AAA,96.4693,0.175,0.244,183.97511359863282,362.96122912597656,Carting,Carting,178.98611552734374
trip-153809191457632409,IND209304AAA,36.6229,0.301,0.686,187.20638083496095,434.3496083984375,Carting,Carting,247.14322756347656
trip-153818132346829901,IND209304AAA,96.2892,0.175,0.244,183.7950135986328,362.5109791259765,Carting,Carting,178.7159655273437
trip-153826219212835068,IND209304AAA,18.5873,0.651,0.888,344.2985731933594,490.4926335449219,Carting,Carting,146.19406035156248
trip-153835422643216032,IND209304AAA,96.24609999999998,0.175,0.244,183.7519135986328,362.4032291259765,Carting,Carting,178.6513155273437
trip-153844346122872441,IND209304AAA,18.0105,0.719,0.756,377.2907734375,422.91608154296875,Carting,Carting,45.625308105468775
trip-153852293922151474,IND209304AAA,95.9732,0.058,0.234,125.22160354919434,356.8536085205078,Carting,Carting,231.63200497131345
trip-153861059679001096,IND209304AAA,20.539,0.745,0.925,392.8630966796875,513.9731408691406,Carting,Carting,121.1100441894531
trip-153680212067589845,IND209304AAA,16.671599999999998,0.727,0.764,380.328094140625,423.5565939941406,Carting,Carting,43.228499853515586
trip-153687795887929648,IND209304AAA,16.8915,0.619,0.873,326.394185546875,478.9084375,Carting,Carting,152.51425195312498
trip-153697063284384424,IND209304AAA,17.2597,0.718,0.755,376.2065994140625,420.73476025390624,Carting,Carting,44.528160839843736
trip-153705369556120580,IND209304AAA,95.5144,0.058,0.241,124.76280354919433,359.35471795654297,Carting,Carting,234.59191440734864
trip-153714151495958937,IND209304AAA,15.456600000000002,0.621,0.874,325.86913662109373,475.74702978515626,Carting,Carting,149.87789316406253
trip-153722661121032343,IND209304AAA,16.3557,0.64,0.883,336.42192314453126,482.4126569824219,Carting,Carting,145.99073383789062
trip-153731433156695199,IND209304AAA,16.0871,0.64,0.883,336.15332314453127,481.7411569824219,Carting,Carting,145.58783383789063
