trip_uuid,source_center,destination_center,route_type,segment_osrm_time,segment_actual_time,baseline_pred_min,graph_pred_min,baseline_err_pct,graph_err_pct,graph_wins
trip-153840184950225356,IND000000AAL,IND411033AAA,Carting,26.0,65.0,79.19,72.87,21.837158203125,12.11501995278317,True
trip-153841881146934430,IND000000AAL,IND411033AAA,Carting,33.0,127.0,92.06,93.46,27.510605459138166,26.406691448716884,True
trip-153848713204084823,IND000000AAL,IND411033AAA,Carting,42.0,160.0,184.31,129.34,15.195064544677733,19.16511539225697,False
trip-153857674884251648,IND000000AAL,IND411033AAA,Carting,35.0,131.0,112.46,99.74,14.153749888179867,23.866190233164243,False
trip-153844029236173803,IND000000AAQ,IND700028AAB,Carting,14.0,66.0,65.12,83.48,1.3340689919211648,26.49031916003724,False
trip-153852659031416228,IND000000AAQ,IND700028AAB,Carting,14.0,103.0,110.48,117.61,7.261791044068568,14.185110130825818,False
trip-153807462781768214,IND000000ABA,IND683565AAA,Carting,18.0,74.0,67.9,81.52,8.238498584644214,10.165370209858217,False
trip-153833359510091857,IND000000ABA,IND683565AAA,Carting,19.0,42.0,38.97,39.81,7.214210146949404,5.217708291953082,True
trip-153805845189228423,IND000000ABG,IND501359AAF,Carting,34.0,185.0,171.64,191.79,7.2203930004222965,3.6699781501874593,True
trip-153814269675283786,IND000000ABG,IND501359AAF,Carting,35.0,188.0,165.34,189.08,12.054175518928691,0.5742279919567841,True
trip-153806017528059809,IND000000ACA,IND142001AAB,FTL,58.0,92.0,99.36,93.91,7.995522540548573,2.0806233583125726,True
trip-153817397378904479,IND000000ACA,IND142401AAA,FTL,18.0,38.0,37.13,36.83,2.3020091809724508,3.070899698924547,False
trip-153825978202410674,IND000000ACA,IND142401AAA,FTL,19.0,35.0,35.82,35.4,2.349897112165179,1.1378405881893627,True
trip-153834502874428106,IND000000ACA,IND142401AAA,FTL,18.0,31.0,34.75,33.56,12.080912436208417,8.261677676259481,True
trip-153844023427168137,IND000000ACA,IND142401AAA,FTL,19.0,32.0,35.2,33.95,9.990525245666504,6.080022159471854,True
trip-153852189717216543,IND000000ACA,IND142401AAA,FTL,19.0,31.0,35.4,34.55,14.18425037014869,11.458745699197074,True
trip-153860448773300545,IND000000ACA,IND142401AAA,FTL,18.0,41.0,38.54,40.22,5.995168918516577,1.8943814689933967,True
trip-153806526543338417,IND000000ACA,IND144001AAB,FTL,47.0,76.0,86.55,76.68,13.879434685958058,0.8906683120228371,True
trip-153841157594938418,IND000000ACA,IND144001AAB,FTL,46.0,76.0,85.99,76.8,13.147886175858348,1.0461152665162798,True
trip-153849725440485972,IND000000ACA,IND144001AAB,FTL,46.0,78.0,89.69,79.07,14.983661358173078,1.3727872366709848,True
trip-153808697523896410,IND000000ACA,IND147301AAA,FTL,27.0,46.0,47.74,46.64,3.7917924963909644,1.3861295298178293,True
trip-153803613655859478,IND000000ACA,IND160002AAC,FTL,60.0,123.0,115.91,110.93,5.763709835889863,9.815775572956186,False
trip-153805947380180455,IND000000ACA,IND160002AAC,FTL,60.0,129.0,130.25,131.01,0.970577269561531,1.5603862128072095,False
trip-153820854477264327,IND000000ACA,IND160002AAC,FTL,60.0,119.0,116.94,111.43,1.727230809315914,6.361253259544218,False
trip-153822696189317074,IND000000ACA,IND160002AAC,FTL,60.0,112.0,123.22,115.87,10.02195222037179,3.4565972410616777,True
trip-153829669145579682,IND000000ACA,IND160002AAC,FTL,60.0,123.0,116.7,116.98,5.119311324949187,4.897290339198978,True
trip-153840968499181497,IND000000ACA,IND160002AAC,FTL,60.0,133.0,128.96,133.57,3.0386673776726973,0.4271143274007471,True
trip-153838145192307752,IND000000ACA,IND160002AAC,FTL,59.0,128.0,111.12,111.15,13.189619779586792,13.16682721910507,True
trip-153840264453436089,IND000000ACA,IND160002AAC,FTL,59.0,134.0,141.12,137.47,5.314066872667911,2.590583207248993,True
trip-153846723403115822,IND000000ACA,IND160002AAC,FTL,60.0,141.0,129.92,129.78,7.8555167989527925,7.955470190915398,False
trip-153849158526778484,IND000000ACA,IND160002AAC,FTL,60.0,116.0,120.86,119.9,4.189432078394397,3.364579563290398,True
trip-153855337914041983,IND000000ACA,IND160002AAC,FTL,60.0,118.0,113.35,109.3,3.9409766762943588,7.369478669570974,False
trip-153808082748268672,IND000000ACB,IND000000AEL,Carting,59.0,118.0,106.19,101.18,10.011511333918168,14.250425551588794,False
trip-153816998771384265,IND000000ACB,IND000000AEL,Carting,59.0,377.0,588.69,393.87,56.152117094247345,4.475663998974232,True
trip-153825621874949353,IND000000ACB,IND000000AEL,Carting,59.0,106.0,97.87,94.31,7.673335525224793,11.031716963508373,False
trip-153834561597700289,IND000000ACB,IND000000AEL,Carting,62.0,88.0,89.57,91.5,1.7869862643155185,3.980972124631276,False
trip-153842820922356106,IND000000ACB,IND000000AEL,Carting,60.0,86.0,85.98,90.12,0.02736823503361192,4.7878673257826305,False
trip-153851618715003945,IND000000ACB,IND000000AEL,Carting,62.0,83.0,85.19,88.68,2.6356800492987573,6.841039545708351,False
trip-153805970098367291,IND000000ACB,IND110030AAD,Carting,48.0,90.0,98.03,89.82,8.921161227756077,0.19802096301584507,True
trip-153814785246975946,IND000000ACB,IND110030AAD,Carting,55.0,84.0,96.96,90.18,15.427616664341517,7.3630859518167595,True
trip-153823190808399553,IND000000ACB,IND110030AAD,Carting,49.0,183.0,180.62,149.91,1.3000905188054988,18.084116452466496,False
trip-153840738832805377,IND000000ACB,IND110030AAD,Carting,36.0,50.0,53.28,47.64,6.5614776611328125,4.720463536103651,True
trip-153848928915940636,IND000000ACB,IND110030AAD,Carting,47.0,72.0,78.51,71.48,9.035142262776692,0.7171971623261836,True
trip-153857888264244500,IND000000ACB,IND110030AAD,Carting,47.0,68.0,66.46,62.66,2.266681895536535,7.849708474762347,False
trip-153806874966113335,IND000000ACB,IND110037AAK,Carting,39.0,62.0,56.74,59.63,8.478915306829638,3.815484767804653,True
trip-153807246198107771,IND000000ACB,IND110037AAK,Carting,49.0,68.0,66.99,66.87,1.4891792746151196,1.6561603283412045,False
trip-153815699721684816,IND000000ACB,IND110037AAK,Carting,41.0,55.0,52.57,55.67,4.423023570667613,1.2252199741932528,True
trip-153817489878511144,IND000000ACB,IND110037AAK,Carting,46.0,63.0,65.5,64.32,3.9608788868737603,2.093877655479089,True
trip-153824364807265935,IND000000ACB,IND110037AAK,Carting,36.0,53.0,48.09,51.6,9.255060159935141,2.633794897600426,True
trip-153825176119406022,IND000000ACB,IND110037AAK,Carting,35.0,65.0,51.82,58.36,20.281143188476562,10.21219671151792,True
trip-153833066602547254,IND000000ACB,IND110037AAK,Carting,43.0,85.0,87.87,87.39,3.370863970588235,2.8101635169467527,True
trip-153834661844415584,IND000000ACB,IND110037AAK,Carting,36.0,76.0,56.37,61.87,25.82907425729852,18.588899543203006,True
trip-153841844188543940,IND000000ACB,IND110037AAK,Carting,39.0,101.0,115.66,97.18,14.519055054919555,3.7834327741403975,True
trip-153842964686814162,IND000000ACB,IND110037AAK,Carting,36.0,61.0,52.35,56.27,14.172594664526766,7.758691380108765,True
trip-153850290910260618,IND000000ACB,IND110037AAK,Carting,38.0,936.0,337.22,252.81,63.97171998635317,72.99033412621702,False
trip-153859016692443651,IND000000ACB,IND110037AAK,Carting,48.0,124.0,179.65,150.24,44.87709537629158,21.16129698467773,True
trip-153860523691567576,IND000000ACB,IND110037AAK,Carting,34.0,58.0,52.52,56.16,9.442132094810749,3.166727701151277,True
trip-153806153543951586,IND000000ACB,IND110043AAA,Carting,36.0,76.0,79.17,73.36,4.174884996916119,3.475629094100422,True
trip-153815135783221127,IND000000ACB,IND110043AAA,Carting,36.0,80.0,101.8,90.85,27.24761009216309,13.565887097225476,True
trip-153824010753919506,IND000000ACB,IND110043AAA,Carting,35.0,52.0,57.43,53.52,10.43563255896935,2.9281438282208248,True
trip-153832584320358026,IND000000ACB,IND110043AAA,Carting,42.0,48.0,57.0,56.77,18.743046124776207,18.27334555317638,True
trip-153841220230440106,IND000000ACB,IND110043AAA,Carting,35.0,62.0,71.01,68.71,14.529775804088963,10.823979582850676,True
trip-153848914944777528,IND000000ACB,IND110043AAA,Carting,36.0,60.0,66.03,62.14,10.043182373046875,3.5647572378112358,True
trip-153857717727716574,IND000000ACB,IND110043AAA,Carting,36.0,59.0,66.03,63.07,11.908321057335804,6.900556057639571,True
trip-153806041711097254,IND000000ACB,IND110064AAA,Carting,70.0,94.0,107.2,91.0,14.04696525411403,3.18745567608811,True
trip-153814535805519893,IND000000ACB,IND110064AAA,Carting,60.0,102.0,89.34,85.34,12.407527250402115,16.329243103422954,False
trip-153823491081547334,IND000000ACB,IND110064AAA,Carting,58.0,87.0,81.75,78.48,6.035850787984914,9.794394251392992,False
trip-153825150785083095,IND000000ACB,IND110064AAA,Carting,53.0,62.0,63.69,61.72,2.7207959082818802,0.44555312058761154,True
trip-153832118677437771,IND000000ACB,IND110064AAA,Carting,55.0,87.0,87.17,86.89,0.19616313364313936,0.1280262503163333,True
trip-153833434570298263,IND000000ACB,IND110064AAA,Carting,58.0,77.0,84.82,79.96,10.157290371981533,3.8462033556114106,True
trip-153840664582616686,IND000000ACB,IND110064AAA,Carting,55.0,94.0,85.93,86.97,8.588125350627493,7.479388132520913,True
trip-153844991547766472,IND000000ACB,IND110064AAA,Carting,60.0,82.0,86.14,83.64,5.049347295993712,2.0058162574761553,True
trip-153853438096706036,IND000000ACB,IND110064AAA,Carting,74.0,131.0,141.04,135.69,7.663884053703483,3.581494885487356,True
trip-153859355427627047,IND000000ACB,IND110064AAA,Carting,52.0,68.0,65.63,64.93,3.4846922930549176,4.50883371790182,False
trip-153805928502327864,IND000000ACB,IND110085AAB,Carting,66.0,107.0,108.45,101.25,1.3558289715062792,5.373737167609196,False
trip-153814583985903702,IND000000ACB,IND110085AAB,Carting,62.0,123.0,124.42,116.55,1.1554438893387957,5.239973468242801,False
trip-153823094536790696,IND000000ACB,IND110085AAB,Carting,67.0,75.0,98.47,93.33,31.290181477864582,24.44664180084436,True
trip-153831874551185563,IND000000ACB,IND110085AAB,Carting,65.0,82.0,96.31,86.43,17.448164777057926,5.407366979659313,True
trip-153840714342487567,IND000000ACB,IND110085AAB,Carting,72.0,94.0,98.55,97.4,4.841678700548537,3.621980186133268,True
trip-153848922303354879,IND000000ACB,IND110085AAB,Carting,68.0,77.0,97.31,90.52,26.381287017425937,17.55427172572011,True
trip-153801425995563374,IND000000ACB,IND110095AAB,Carting,97.0,242.0,267.42,247.0,10.50229663691245,2.068153338434257,True
trip-153807784947404840,IND000000ACB,IND110095AAB,Carting,79.0,78.0,80.53,74.94,3.2440576797876606,3.925313947689419,False
trip-153810077989402475,IND000000ACB,IND110095AAB,Carting,99.0,224.0,251.94,244.53,12.471512385777064,9.166500564732452,True
trip-153818805101752132,IND000000ACB,IND110095AAB,Carting,102.0,283.0,295.77,279.19,4.512180287930654,1.3464362029329933,True
trip-153824521906221128,IND000000ACB,IND110095AAB,Carting,86.0,79.0,86.47,77.78,9.454732001582279,1.5447652105625183,True
trip-153827509202437565,IND000000ACB,IND110095AAB,Carting,99.0,191.0,195.73,208.69,2.4756626308900525,9.260346376818005,False
trip-153834038932650303,IND000000ACB,IND110095AAB,Carting,81.0,75.0,81.26,77.59,8.340494791666666,3.452541349668593,True
trip-153841938605510494,IND000000ACB,IND110095AAB,Carting,84.0,96.0,93.26,81.87,2.8553883234659834,14.718281223622443,False
trip-153852293506625684,IND000000ACB,IND110095AAB,Carting,87.0,450.0,287.17,277.86,36.18401421440972,38.25326456946024,False
trip-153859332176744021,IND000000ACB,IND110095AAB,Carting,87.0,79.0,90.36,77.58,14.374658125865308,1.7991351082214078,True
trip-153802169324422086,IND000000ACB,IND121002AAB,Carting,64.0,114.0,109.24,116.71,4.176604956911321,2.379723217629971,True
trip-153806505332674202,IND000000ACB,IND121002AAB,Carting,62.0,157.0,107.35,110.13,31.62412704176204,29.85196416103023,True
trip-153808132228295378,IND000000ACB,IND121002AAB,Carting,66.0,109.0,100.37,107.22,7.921887319022362,1.628730958722048,True
trip-153811112608983598,IND000000ACB,IND121002AAB,Carting,63.0,151.0,129.39,130.33,14.313481817182328,13.687546545045942,True
trip-153815200960050452,IND000000ACB,IND121002AAB,Carting,61.0,151.0,127.45,134.41,15.596548926751344,10.98346455418105,True
trip-153816065475859060,IND000000ACB,IND121002AAB,Carting,70.0,120.0,121.74,127.5,1.4502143859863281,6.253960727606961,False
trip-153819424827363752,IND000000ACB,IND121002AAB,Carting,61.0,118.0,119.77,122.62,1.503889439469677,3.918405681253588,False
trip-153823871889000955,IND000000ACB,IND121002AAB,Carting,60.0,164.0,130.9,155.16,20.1799997469274,5.387553379209707,True
trip-153825450976152874,IND000000ACB,IND121002AAB,Carting,67.0,101.0,99.24,103.75,1.7378854279470914,2.7205396179431682,False
trip-153828278114295266,IND000000ACB,IND121002AAB,Carting,62.0,106.0,99.49,104.95,6.141756165702388,0.994368091981182,True
trip-153833369220023483,IND000000ACB,IND121002AAB,Carting,65.0,105.0,99.82,108.19,4.929293677920387,3.039804403339114,True
trip-153836722113539595,IND000000ACB,IND121002AAB,Carting,62.0,117.0,99.49,102.61,14.965155185797277,12.301859070459162,True
trip-153841493908303229,IND000000ACB,IND121002AAB,Carting,61.0,141.0,100.61,106.05,28.646720723902924,24.785457555425563,True
trip-153842474608416208,IND000000ACB,IND121002AAB,Carting,71.0,103.0,92.97,108.45,9.742507193852397,5.2916034189919285,True
trip-153845305705277842,IND000000ACB,IND121002AAB,Carting,61.0,92.0,88.01,95.43,4.339085454526155,3.727551585264676,True
trip-153850975950095470,IND000000ACB,IND121002AAB,Carting,74.0,107.0,92.59,102.81,13.46762826509565,3.919381016638166,True
trip-153854046211348476,IND000000ACB,IND121002AAB,Carting,71.0,131.0,113.43,118.59,13.40919086951336,9.47173041272161,True
trip-153858539339943250,IND000000ACB,IND121002AAB,Carting,62.0,100.0,97.9,98.53,2.1032943725585938,1.470934162959324,True
trip-153859747064608238,IND000000ACB,IND121002AAB,Carting,67.0,109.0,96.84,106.92,11.155280716922306,1.9079265718895253,True
trip-153801919545775015,IND000000ACB,IND121004AAB,Carting,61.0,145.0,116.59,120.16,19.595436885439117,17.13254804784505,True
trip-153807624549385221,IND000000ACB,IND121004AAB,Carting,61.0,86.0,84.56,92.7,1.6788039096566134,7.789418775696111,False
trip-153810911183703672,IND000000ACB,IND121004AAB,Carting,63.0,97.0,101.37,103.43,4.509231724689916,6.626467843527699,False
trip-153819299790604502,IND000000ACB,IND121004AAB,Carting,63.0,110.0,115.75,119.95,5.223832563920454,9.046736154536488,False
trip-153824842694129266,IND000000ACB,IND121004AAB,Carting,62.0,105.0,88.74,93.39,15.483136858258927,11.060006448799657,True
trip-153827730117725870,IND000000ACB,IND121004AAB,Carting,63.0,115.0,99.29,108.23,13.660590130349865,5.890434333143446,True
trip-153845160520758855,IND000000ACB,IND121004AAB,Carting,62.0,127.0,114.82,118.66,9.588346706600639,6.568484085703835,True
trip-153853612487966126,IND000000ACB,IND121004AAB,Carting,59.0,94.0,89.35,97.02,4.951623145570147,3.2153843419938677,True
trip-153802134955251412,IND000000ACB,IND122001AAA,Carting,32.0,76.0,68.69,64.79,9.619100470291942,14.754739912132733,False
trip-153805165870283838,IND000000ACB,IND122001AAA,Carting,36.0,65.0,80.37,74.2,23.64715576171875,14.157911792797135,True
trip-153808570979195348,IND000000ACB,IND122001AAA,Carting,33.0,56.0,49.73,49.36,11.187512534005302,11.84871778190055,False
trip-153813910947556308,IND000000ACB,IND122001AAA,Carting,31.0,63.0,59.67,53.43,5.283719017392113,15.183815278148098,False
trip-153816980180046811,IND000000ACB,IND122001AAA,Carting,33.0,27.0,36.52,36.83,35.26609915274161,36.389179915970445,False
trip-153819483869049758,IND000000ACB,IND122001AAA,Carting,38.0,77.0,64.64,69.4,16.056595839463274,9.866830624346807,True
trip-153822777791872235,IND000000ACB,IND122001AAA,Carting,33.0,56.0,61.84,54.54,10.43635095868792,2.5993592711863807,True
trip-153825686014851724,IND000000ACB,IND122001AAA,Carting,34.0,39.0,42.41,44.72,8.751971905048077,14.658403850179324,False
trip-153828006001311996,IND000000ACB,IND122001AAA,Carting,33.0,67.0,52.65,54.09,21.41172494461287,19.26841189643228,True
trip-153834226529969489,IND000000ACB,IND122001AAA,Carting,32.0,44.0,46.93,45.45,6.654678691517223,3.290399034813518,True
trip-153836735260696229,IND000000ACB,IND122001AAA,Carting,38.0,49.0,46.19,47.26,5.728904568419164,3.544396242363722,True
trip-153839791801716647,IND000000ACB,IND122001AAA,Carting,33.0,34.0,50.22,42.58,47.711742625517005,25.227606278875967,True
trip-153842861040038904,IND000000ACB,IND122001AAA,Carting,32.0,40.0,42.97,42.67,7.4187469482421875,6.673157515898804,True
trip-153845582664739018,IND000000ACB,IND122001AAA,Carting,32.0,50.0,49.5,49.83,1.0059661865234375,0.3401035829435983,True
trip-153848597806037958,IND000000ACB,IND122001AAA,Carting,34.0,62.0,74.03,66.44,19.40553726688508,7.158648537575993,True
trip-153851480642913580,IND000000ACB,IND122001AAA,Carting,37.0,54.0,46.68,47.02,13.561022723162615,12.920583782713702,True
trip-153853949208927024,IND000000ACB,IND122001AAA,Carting,25.0,59.0,43.24,48.72,26.709230067366263,17.41999739682344,True
trip-153859951066429556,IND000000ACB,IND122001AAA,Carting,32.0,44.0,47.4,46.19,7.715927470814098,4.973103495495628,True
trip-153806897148116372,IND000000ACB,IND124103AAA,FTL,45.0,111.0,124.24,104.58,11.930366034980294,5.780046691407572,True
trip-153824358380714077,IND000000ACB,IND124103AAA,FTL,45.0,89.0,100.73,90.49,13.17744737260797,1.671755348853773,True
trip-153833126741148716,IND000000ACB,IND124103AAA,FTL,49.0,100.0,117.32,103.57,17.32416534423828,3.5666534506162724,True
trip-153836020192332642,IND000000ACB,IND124112AAA,FTL,112.0,189.0,196.02,186.16,3.7163709206555886,1.502892142713905,True
trip-153844959220264401,IND000000ACB,IND124112AAA,FTL,111.0,201.0,233.04,214.64,15.938283436333956,6.786968542767648,True
trip-153821000093077718,IND000000ACB,IND125001AAA,FTL,151.0,354.0,361.76,320.22,2.192584538863877,9.541441841034029,False
trip-153841760084044430,IND000000ACB,IND127021AAA,FTL,106.0,200.0,205.26,189.24,2.6309585571289062,5.381963035893904,False
trip-153801370885860380,IND000000ACB,IND131028AAB,Carting,188.0,235.0,176.65,161.59,24.830185910488698,31.23662615134012,False
trip-153801971539636598,IND000000ACB,IND131028AAB,Carting,186.0,168.0,179.65,162.08,6.936936151413691,3.52139996445363,True
trip-153805077563811568,IND000000ACB,IND131028AAB,Carting,189.0,151.0,181.08,159.71,19.92145058335058,5.76793581980748,True
trip-153809914276639375,IND000000ACB,IND131028AAB,Carting,195.0,182.0,226.79,205.41,24.610741583855596,12.863170392325218,True
trip-153811499764976329,IND000000ACB,IND131028AAB,Carting,188.0,163.0,165.52,158.97,1.5486547552003451,2.473197047336037,False
trip-153817211860861351,IND000000ACB,IND131028AAB,Carting,197.0,182.0,221.42,209.03,21.65884500021463,14.852241591531351,True
trip-153819486714348083,IND000000ACB,IND131028AAB,Carting,192.0,156.0,178.06,159.75,14.142559736202925,2.40170163101114,True
trip-153822840170097558,IND000000ACB,IND131028AAB,Carting,192.0,185.0,249.89,207.63,35.077028016786315,12.233618391612431,True
trip-153825824429150537,IND000000ACB,IND131028AAB,Carting,190.0,185.0,341.31,254.71,84.49258340371621,37.68243490531528,True
trip-153827075036458418,IND000000ACB,IND131028AAB,Carting,176.0,193.0,235.28,205.5,21.905351549850227,6.474122301461151,True
trip-153828619462653439,IND000000ACB,IND131028AAB,Carting,194.0,165.0,167.19,156.74,1.3254893909801135,5.005939334108207,False
trip-153834297095359985,IND000000ACB,IND131028AAB,Carting,190.0,162.0,200.93,184.13,24.030049641927086,13.661504572018076,True
trip-153835953025662495,IND000000ACB,IND131028AAB,Carting,189.0,146.0,165.67,152.67,13.46954972776648,4.568551562429303,True
trip-153839817711900144,IND000000ACB,IND131028AAB,Carting,174.0,341.0,254.08,203.01,25.4883125730274,40.46533857197769,False
trip-153843466353107301,IND000000ACB,IND131028AAB,Carting,182.0,183.0,241.65,211.05,32.046959048411885,15.330538094191729,True
trip-153846126871447658,IND000000ACB,IND131028AAB,Carting,106.0,240.0,221.05,205.46,7.894910176595052,14.390539609537914,False
trip-153848817741334859,IND000000ACB,IND131028AAB,Carting,189.0,236.0,264.07,213.37,11.892726057666843,9.588983500091917,True
trip-153853218340177652,IND000000ACB,IND131028AAB,Carting,187.0,193.0,248.24,205.72,28.62193053250486,6.592050648762996,True
trip-153860466885342201,IND000000ACB,IND131028AAB,Carting,187.0,193.0,236.09,222.5,22.32852599781412,15.285194618128518,True
trip-153804965674789965,IND000000ACB,IND160002AAC,FTL,211.0,414.0,410.41,441.31,0.8679523560160024,6.597331683995428,False
trip-153813362499066540,IND000000ACB,IND160002AAC,FTL,214.0,467.0,405.34,429.06,13.202590452271815,8.123192718889984,True
trip-153815842042954018,IND000000ACB,IND160002AAC,FTL,209.0,425.0,398.02,421.68,6.3473331227022065,0.7820342222131759,True
trip-153824425902683793,IND000000ACB,IND160002AAC,FTL,210.0,463.0,412.98,449.29,10.804402493503645,2.9620686403161676,True
trip-153809908496988024,IND000000ACB,IND160002AAC,FTL,232.0,475.0,513.19,469.59,8.040964226973685,1.1379437659424496,True
trip-153832988837969746,IND000000ACB,IND160002AAC,FTL,210.0,519.0,447.12,474.37,13.848953394072133,8.598762352885451,True
trip-153835150633765601,IND000000ACB,IND160002AAC,FTL,208.0,451.0,406.52,442.77,9.863612815704684,1.8249121774220778,True
trip-153841879219947693,IND000000ACB,IND160002AAC,FTL,227.0,456.0,393.79,439.6,13.642468368797973,3.5971156541476303,True
trip-153843644386335671,IND000000ACB,IND160002AAC,FTL,215.0,507.0,458.75,467.23,9.517523711014546,7.8442889379894,True
trip-153825035326242007,IND000000ACB,IND160002AAC,FTL,234.0,463.0,589.11,474.05,27.238632432842873,2.386759324202262,True
trip-153849199150028895,IND000000ACB,IND160002AAC,FTL,211.0,390.0,392.75,423.32,0.7051908052884615,8.544626511243601,False
trip-153852891041363444,IND000000ACB,IND160002AAC,FTL,219.0,467.0,424.29,464.88,9.14600707223635,0.4547216999737855,True
trip-153834572064168752,IND000000ACB,IND160002AAC,FTL,229.0,416.0,594.76,462.02,42.97221257136418,11.063053669522613,True
trip-153855943230074703,IND000000ACB,IND160002AAC,FTL,209.0,453.0,436.79,469.86,3.5779401429704745,3.722731147205217,False
trip-153844549250126648,IND000000ACB,IND160002AAC,FTL,237.0,848.0,561.89,543.97,33.73899639777417,35.85245251326535,False
trip-153851785421092561,IND000000ACB,IND160002AAC,FTL,231.0,403.0,525.02,440.26,30.27807193121898,9.24561185198868,True
trip-153860879439383883,IND000000ACB,IND160002AAC,FTL,232.0,438.0,488.21,465.83,11.463370823969035,6.353212138786851,True
trip-153823482493857386,IND000000ACB,IND201001AAC,Carting,112.0,176.0,163.36,143.31,7.182407379150391,18.573903293672377,False
trip-153842758082013035,IND000000ACB,IND201001AAC,Carting,220.0,161.0,199.13,170.17,23.684739770356174,5.692557527747784,True
trip-153851229673312406,IND000000ACB,IND201001AAC,Carting,266.0,170.0,215.74,170.58,26.904996984145217,0.33939344220479317,True
trip-153860067522270432,IND000000ACB,IND201001AAC,Carting,133.0,163.0,202.94,145.41,24.503555765912576,10.789667890616489,True
trip-153801459490236644,IND000000ACB,IND201301AAM,Carting,84.0,223.0,179.06,199.59,19.703339033597253,10.496448262691658,True
trip-153807231603914976,IND000000ACB,IND201301AAM,Carting,182.0,200.0,214.04,209.71,7.0217742919921875,4.853553634930293,True
trip-153816721111267673,IND000000ACB,IND201301AAM,Carting,182.0,216.0,244.52,227.54,13.203536139594185,5.340708428313506,True
trip-153819079033036780,IND000000ACB,IND201301AAM,Carting,95.0,175.0,176.13,168.51,0.6444004603794642,3.709197099407155,False
trip-153824797999264496,IND000000ACB,IND201301AAM,Carting,184.0,197.0,208.15,197.93,5.658431464645463,0.47146142541230246,True
trip-153827397266806628,IND000000ACB,IND201301AAM,Carting,85.0,156.0,153.68,150.94,1.4900696583283253,3.2425082404091548,False
trip-153833764184614356,IND000000ACB,IND201301AAM,Carting,182.0,210.0,217.36,219.43,3.5046532040550598,4.491033872872014,False
trip-153836104961927702,IND000000ACB,IND201301AAM,Carting,85.0,204.0,183.6,201.61,10.000326119217217,1.1736555144917769,True
trip-153842455608636234,IND000000ACB,IND201301AAM,Carting,181.0,196.0,204.26,208.43,4.212539050043845,6.342663011362331,False
trip-153845282446292449,IND000000ACB,IND201301AAM,Carting,83.0,147.0,150.14,147.09,2.1351094148596936,0.06411935712765712,True
trip-153853722813263587,IND000000ACB,IND201301AAM,Carting,87.0,283.0,307.06,283.73,8.500385621411219,0.2578631471983708,True
trip-153859899708717360,IND000000ACB,IND201301AAM,Carting,263.0,220.0,265.6,245.81,20.72527798739347,11.73014541745077,True
trip-153808205861988897,IND000000ACB,IND209304AAA,FTL,325.0,799.0,782.33,797.74,2.0859356666536293,0.1572640874319979,True
trip-153825469599648281,IND000000ACB,IND209304AAA,FTL,429.0,718.0,747.82,768.99,4.153620897893454,7.101101805955685,False
trip-153834401959311819,IND000000ACB,IND209304AAA,FTL,325.0,791.0,754.14,753.05,4.6596290790929205,4.798243272607026,False
trip-153842733674120456,IND000000ACB,IND209304AAA,FTL,327.0,777.0,724.83,682.56,6.713898608429858,12.154715563058248,False
trip-153859330899951482,IND000000ACB,IND209304AAA,FTL,476.0,709.0,792.83,808.24,11.823654712843794,13.996551861816641,False
trip-153801130934127321,IND000000ACB,IND302014AAA,FTL,201.0,300.0,356.73,330.69,18.910746256510418,10.22995067160601,True
trip-153813221608840280,IND000000ACB,IND302014AAA,FTL,194.0,301.0,339.88,316.97,12.916235432672343,5.306143567065118,True
trip-153827497265636868,IND000000ACB,IND302014AAA,FTL,200.0,355.0,364.35,345.72,2.6349822568221835,2.6139484103034136,True
trip-153843866164976188,IND000000ACB,IND302014AAA,FTL,177.0,261.0,296.56,279.61,13.62409920528017,7.12917785972137,True
trip-153848992956528166,IND000000ACB,IND302014AAA,FTL,186.0,282.0,299.65,298.01,6.259501572196366,5.676019869977762,True
trip-153853175078141815,IND000000ACB,IND302014AAA,FTL,177.0,298.0,340.73,317.5,14.337557594248112,6.543909976652068,True
trip-153807072599613369,IND000000ACB,IND302022AAD,FTL,203.0,279.0,285.86,301.05,2.459268330673163,7.902511338330062,False
trip-153815613405434988,IND000000ACB,IND302022AAD,FTL,177.0,298.0,297.73,300.25,0.08922807322252517,0.7535957879848516,False
trip-153833052652670262,IND000000ACB,IND302022AAD,FTL,200.0,550.0,553.28,439.72,0.5969904119318182,20.05136030080897,False
trip-153841784749137962,IND000000ACB,IND302022AAD,FTL,192.0,290.0,294.14,272.04,1.428338412580819,6.193776712760955,False
trip-153850244070295073,IND000000ACB,IND302022AAD,FTL,178.0,280.0,294.4,300.31,5.142778669084821,7.253297151197496,False
trip-153858939553855519,IND000000ACB,IND302022AAD,FTL,194.0,259.0,296.95,281.11,14.653445210696187,8.534922691218302,True
trip-153807675319733775,IND000000ACB,IND382430AAB,FTL,635.0,1174.0,1183.69,1138.01,0.8256486571017888,3.0652798402043246,False
trip-153825104726190525,IND000000ACB,IND382430AAB,FTL,629.0,1246.0,1171.3,1151.85,5.995298235603933,7.556204136324104,False
trip-153833969226915162,IND000000ACB,IND382430AAB,FTL,680.0,1193.0,1173.25,1139.76,1.6553573416544425,4.462525893771669,False
trip-153859749808005250,IND000000ACB,IND382430AAB,FTL,641.0,1100.0,1181.11,1134.52,7.373246626420454,3.137898753016192,True
